service_date,time_period,route_or_line,gated_entries
2021-10-05,(18:00:00),Blue Line,781.3
2015-02-21,(17:30:00),Blue Line,518.9
2014-04-24,(12:00:00),Orange Line,3556.64
2016-12-23,(08:30:00),Red Line,5420.48
2018-08-29,(01:00:00),Orange Line,61.769999999999996
2021-06-16,(14:30:00),Blue Line,955.6
2021-04-04,(04:30:00),Red Line,3.0
2018-01-19,(13:30:00),Blue Line,1170.8
2015-04-22,(02:00:00),Red Line,2.0
2019-02-12,(17:30:00),Silver Line,663.7
2019-05-21,(10:30:00),Green Line,991.69
2014-10-20,(08:00:00),Orange Line,9881.08
2017-06-25,(06:30:00),Orange Line,899.85
2020-02-20,(00:00:00),Green Line,290.04
2018-01-19,(04:00:00),Orange Line,9.4
2015-07-23,(07:00:00),Green Line,1525.68
2019-12-02,(21:00:00),Orange Line,1399.54
2014-03-10,(14:30:00),Red Line,5026.93
2018-09-29,(17:30:00),Silver Line,186.4
2015-04-03,(13:30:00),Silver Line,197.7
2015-02-20,(20:00:00),Blue Line,464.5
2014-06-13,(13:00:00),Red Line,4403.32
2021-08-18,(16:00:00),Red Line,3118.64
2014-03-18,(11:30:00),Red Line,3611.08
2015-03-29,(06:30:00),Silver Line,11.1
2017-06-13,(07:30:00),Silver Line,340.8
2016-03-21,(21:30:00),Blue Line,433.3
2020-11-07,(11:00:00),Red Line,941.36
2021-08-09,(20:00:00),Orange Line,888.75
2022-07-13,(00:00:00),Blue Line,112.7
2016-04-20,(12:00:00),Blue Line,1056.1
2017-03-05,(16:30:00),Silver Line,107.2
2014-12-30,(11:00:00),Blue Line,897.3
2017-12-25,(10:00:00),Red Line,635.14
2020-10-27,(04:30:00),Blue Line,23.1
2020-03-15,(00:00:00),Blue Line,69.7
2016-10-02,(18:00:00),Blue Line,713.0
2014-12-15,(21:30:00),Red Line,2184.55
2015-04-04,(05:00:00),Orange Line,519.97
2021-12-26,(13:00:00),Red Line,1096.94
2016-04-15,(05:30:00),Green Line,372.25
2022-02-12,(02:00:00),Green Line,1.9
2015-03-03,(18:00:00),Blue Line,895.3
2019-10-11,(21:30:00),Blue Line,473.4
2022-05-25,(13:00:00),Orange Line,1778.5900000000001
2020-12-29,(20:00:00),Orange Line,419.51
2019-11-14,(15:30:00),Silver Line,386.2
2017-10-07,(23:00:00),Green Line,1881.8
2014-10-15,(18:30:00),Silver Line,451.0
2015-05-25,(13:00:00),Green Line,1540.57
2014-04-13,(02:30:00),Blue Line,1.0
2022-05-19,(09:00:00),Red Line,3001.4700000000003
2022-07-22,(21:00:00),Orange Line,1152.2
2014-11-29,(16:00:00),Blue Line,880.4
2022-02-05,(12:00:00),Red Line,1645.85
2018-11-04,(10:30:00),Silver Line,70.2
2021-09-11,(09:30:00),Red Line,1559.31
2019-11-08,(08:00:00),Green Line,2341.97
2021-04-11,(10:00:00),Green Line,287.28
2021-07-05,(16:00:00),Silver Line,109.1
2016-05-16,(12:30:00),Orange Line,2640.51
2017-07-13,(01:00:00),Green Line,31.44
2016-09-03,(01:30:00),Orange Line,35.42
2021-10-16,(10:00:00),Green Line,833.16
2019-06-19,(06:00:00),Green Line,698.19
2016-04-10,(18:30:00),Red Line,2425.29
2017-09-13,(11:00:00),Green Line,1136.02
2021-11-29,(16:30:00),Red Line,3637.55
2014-03-20,(04:30:00),Silver Line,2.0
2019-05-03,(12:30:00),Blue Line,859.8
2017-08-30,(13:00:00),Orange Line,3062.5
2015-07-07,(16:30:00),Silver Line,976.8
2018-05-22,(15:30:00),Silver Line,391.4
2017-10-10,(20:30:00),Orange Line,2258.75
2020-11-24,(14:00:00),Blue Line,629.3
2016-10-14,(08:30:00),Silver Line,311.2
2020-04-04,(23:30:00),Silver Line,2.8
2020-09-06,(19:30:00),Blue Line,258.5
2021-05-19,(17:30:00),Red Line,2275.33
2018-10-14,(09:00:00),Green Line,537.43
2019-08-14,(19:00:00),Red Line,4523.21
2020-01-05,(03:00:00),Red Line,1.8599999999999999
2018-12-25,(00:00:00),Blue Line,68.4
2016-03-27,(04:00:00),Blue Line,2.0
2018-02-07,(13:00:00),Silver Line,147.0
2018-04-19,(06:30:00),Blue Line,1908.5
2019-01-06,(09:00:00),Blue Line,565.1
2017-01-22,(07:00:00),Blue Line,518.7
2015-11-22,(20:00:00),Red Line,1511.1399999999999
2020-12-04,(05:30:00),Orange Line,759.61
2020-10-05,(15:30:00),Blue Line,723.5
2017-11-07,(00:00:00),Red Line,414.85
2014-07-26,(09:30:00),Silver Line,64.3
2014-09-30,(00:30:00),Orange Line,173.5
2015-05-18,(16:30:00),Silver Line,791.9
2016-04-27,(23:00:00),Orange Line,1183.95
2014-09-06,(21:00:00),Blue Line,502.2
2015-12-06,(07:00:00),Blue Line,491.2
2019-01-17,(16:30:00),Red Line,9112.39
2015-07-05,(01:30:00),Blue Line,4.0
2014-08-07,(04:00:00),Red Line,3.7
2016-06-01,(14:00:00),Blue Line,1333.6
2019-09-10,(09:00:00),Orange Line,5680.94
2016-07-05,(13:30:00),Orange Line,2877.9700000000003
2017-06-11,(16:30:00),Orange Line,2403.27
2016-01-14,(17:00:00),Silver Line,1360.8
2015-10-30,(03:30:00),Blue Line,1.0
2014-09-21,(06:00:00),Orange Line,771.84
2014-01-01,(19:00:00),Green Line,1048.68
2022-04-09,(00:30:00),Blue Line,142.2
2019-01-13,(02:00:00),Orange Line,2.22
2021-03-29,(02:00:00),Blue Line,3.1
2014-05-25,(11:00:00),Blue Line,820.2
2015-12-06,(16:30:00),Silver Line,122.9
2019-04-11,(03:00:00),Orange Line,2.9
2021-11-09,(18:30:00),Orange Line,2094.32
2017-08-20,(18:30:00),Silver Line,116.7
2018-10-20,(13:30:00),Orange Line,2407.63
2018-07-26,(10:30:00),Orange Line,2638.91
2014-05-29,(22:30:00),Red Line,2149.22
2016-07-08,(06:30:00),Green Line,955.44
2014-11-25,(05:30:00),Red Line,2724.73
2019-06-03,(12:00:00),Red Line,3110.54
2022-03-25,(02:30:00),Red Line,2.0
2016-10-18,(15:00:00),Silver Line,417.7
2019-08-26,(09:00:00),Red Line,6007.36
2016-03-09,(02:00:00),Orange Line,0.51
2022-06-23,(19:30:00),Red Line,2050.28
2018-12-09,(17:00:00),Green Line,2006.3600000000001
2015-05-26,(08:00:00),Red Line,13000.74
2021-02-23,(12:30:00),Silver Line,32.5
2016-12-27,(13:30:00),Green Line,1640.65
2020-04-24,(21:00:00),Green Line,70.62
2020-02-15,(15:30:00),Blue Line,1068.4
2021-03-22,(00:30:00),Green Line,19.2
2019-08-13,(16:30:00),Silver Line,868.7
2022-07-05,(12:00:00),Green Line,760.5
2015-01-02,(09:30:00),Red Line,3547.4900000000002
2017-09-27,(19:30:00),Orange Line,3053.35
2015-07-21,(04:00:00),Orange Line,5.41
2016-11-10,(00:30:00),Orange Line,178.97
2015-09-10,(18:00:00),Silver Line,735.2
2020-09-01,(20:00:00),Green Line,327.2
2020-07-22,(04:00:00),Orange Line,8.7
2020-03-26,(09:30:00),Blue Line,226.4
2017-09-27,(02:00:00),Green Line,2.76
2016-02-02,(09:00:00),Blue Line,1564.4
2019-05-03,(16:30:00),Red Line,9266.55
2022-05-18,(23:30:00),Orange Line,388.94
2021-10-01,(10:00:00),Red Line,2075.6
2018-05-19,(13:30:00),Green Line,1974.26
2021-06-22,(09:30:00),Green Line,428.15999999999997
2019-05-07,(03:30:00),Orange Line,4.8
2019-10-21,(16:00:00),Red Line,8450.8
2020-07-29,(07:00:00),Blue Line,801.5
2021-07-24,(17:30:00),Red Line,1992.64
2018-09-29,(07:30:00),Silver Line,41.7
2016-04-12,(00:30:00),Silver Line,8.1
2015-01-15,(15:00:00),Red Line,5694.88
2015-05-20,(18:00:00),Red Line,9470.95
2019-05-14,(08:30:00),Green Line,2596.75
2020-02-12,(08:30:00),Orange Line,8225.3
2020-02-24,(04:00:00),Orange Line,2.0
2019-10-18,(14:00:00),Red Line,4898.15
2018-09-19,(04:00:00),Red Line,2.0
2021-08-05,(07:30:00),Orange Line,2179.92
2016-06-22,(23:00:00),Orange Line,1125.91
2016-09-24,(04:30:00),Orange Line,35.4
2015-08-24,(01:00:00),Red Line,55.64
2017-11-23,(23:30:00),Silver Line,19.0
2018-08-19,(18:00:00),Red Line,2595.66
2018-09-10,(14:00:00),Blue Line,1431.7
2018-12-23,(00:30:00),Red Line,78.84
2017-02-21,(00:00:00),Orange Line,331.35
2019-07-31,(08:30:00),Silver Line,339.7
2014-09-05,(22:00:00),Red Line,3082.39
2017-04-13,(18:00:00),Silver Line,639.0
2014-05-14,(19:30:00),Blue Line,630.0
2015-07-28,(10:00:00),Red Line,4290.03
2016-11-16,(11:30:00),Blue Line,953.7
2019-08-19,(01:30:00),Orange Line,24.64
2016-08-16,(17:30:00),Orange Line,7777.85
2022-05-30,(08:00:00),Silver Line,21.5
2016-12-28,(17:30:00),Green Line,3232.27
2014-05-17,(21:30:00),Green Line,3231.34
2014-10-09,(07:30:00),Red Line,12382.17
2017-05-21,(17:00:00),Silver Line,125.8
2015-04-13,(02:30:00),Red Line,2.0
2021-11-29,(09:30:00),Blue Line,716.2
2015-06-30,(20:00:00),Orange Line,2560.39
2020-09-21,(12:30:00),Blue Line,418.7
2014-11-04,(04:00:00),Orange Line,6.41
2014-06-05,(01:00:00),Silver Line,5.0
2019-04-30,(09:00:00),Green Line,1741.74
2021-04-03,(12:00:00),Green Line,637.9
2015-10-22,(23:00:00),Silver Line,90.9
2022-02-01,(05:00:00),Blue Line,628.1
2020-11-16,(12:30:00),Orange Line,954.48
2019-05-31,(00:00:00),Blue Line,364.6
2018-01-09,(16:30:00),Red Line,9153.67
2022-02-19,(20:00:00),Green Line,798.51
2021-06-23,(11:30:00),Orange Line,1226.68
2016-10-07,(21:00:00),Red Line,2811.4900000000002
2016-01-07,(01:30:00),Blue Line,3.0
2018-10-13,(23:00:00),Green Line,1421.8600000000001
2022-07-09,(12:30:00),Silver Line,96.2
2020-10-01,(11:30:00),Blue Line,399.7
2022-05-11,(19:00:00),Silver Line,153.8
2019-06-27,(06:00:00),Blue Line,1837.6
2017-04-07,(12:30:00),Red Line,4173.1
2014-03-17,(17:30:00),Red Line,9609.99
2015-10-11,(00:00:00),Red Line,503.56
2022-06-23,(23:00:00),Blue Line,359.0
2021-03-08,(01:30:00),Orange Line,10.79
2021-06-19,(08:30:00),Blue Line,539.2
2018-05-23,(08:00:00),Green Line,2298.31
2018-12-19,(15:00:00),Red Line,5972.84
2019-04-28,(05:30:00),Red Line,194.85
2014-02-18,(16:00:00),Silver Line,573.7
2018-05-02,(09:00:00),Red Line,7259.89
2015-12-25,(23:30:00),Blue Line,102.5
2017-08-01,(04:30:00),Red Line,105.82
2019-02-28,(21:30:00),Blue Line,429.9
2019-04-08,(07:30:00),Blue Line,2811.6
2016-02-12,(04:30:00),Blue Line,37.5
2018-03-31,(11:30:00),Orange Line,2986.81
2020-09-19,(14:30:00),Orange Line,1369.21
2014-12-28,(20:30:00),Orange Line,1013.56
2015-03-07,(01:30:00),Red Line,576.28
2016-03-02,(17:00:00),Green Line,5395.11
2017-09-07,(13:30:00),Red Line,3858.69
2021-02-05,(14:30:00),Blue Line,682.2
2019-07-28,(11:00:00),Orange Line,2020.77
2016-04-09,(17:00:00),Silver Line,188.1
2017-08-28,(04:00:00),Silver Line,0.3
2022-06-29,(09:30:00),Green Line,749.44
2018-10-23,(19:30:00),Blue Line,745.4
2019-03-28,(16:30:00),Blue Line,1781.9
2017-08-23,(05:00:00),Red Line,1624.23
2019-11-12,(04:30:00),Blue Line,210.3
2019-11-19,(14:30:00),Silver Line,213.8
2014-07-17,(15:00:00),Blue Line,1631.7
2020-05-01,(08:30:00),Red Line,328.01
2018-12-25,(20:30:00),Green Line,547.6800000000001
2016-05-01,(13:00:00),Silver Line,100.5
2016-09-04,(11:00:00),Silver Line,87.0
2019-03-17,(12:00:00),Blue Line,586.0
2019-08-22,(07:00:00),Red Line,7687.64
2019-02-16,(07:00:00),Silver Line,34.7
2021-03-20,(11:30:00),Green Line,462.23
2016-06-25,(23:30:00),Blue Line,538.9
2018-09-03,(22:00:00),Orange Line,1090.61
2017-10-05,(04:30:00),Red Line,148.38
2017-07-25,(16:30:00),Silver Line,788.2
2019-07-24,(10:30:00),Silver Line,140.7
2016-03-14,(02:30:00),Orange Line,5.68
2021-12-22,(17:30:00),Green Line,1256.15
2019-12-27,(13:00:00),Orange Line,2938.3
2020-08-01,(11:30:00),Green Line,353.22
2021-12-05,(01:00:00),Silver Line,0.9
2021-04-17,(01:30:00),Blue Line,5.3
2020-02-02,(01:30:00),Blue Line,6.3
2015-12-20,(12:30:00),Green Line,1288.66
2022-01-17,(07:00:00),Red Line,685.1800000000001
2014-10-25,(09:30:00),Red Line,3083.99
2019-03-22,(16:00:00),Silver Line,615.5
2020-01-06,(00:30:00),Green Line,59.35
2017-02-23,(13:00:00),Green Line,1906.86
2019-04-26,(19:30:00),Blue Line,559.9
2020-01-08,(21:30:00),Blue Line,427.7
2014-06-05,(13:00:00),Green Line,1746.43
2021-11-21,(16:30:00),Blue Line,458.9
2020-02-22,(11:00:00),Red Line,2190.36
2015-03-22,(15:00:00),Orange Line,2460.81
2019-10-30,(23:00:00),Silver Line,110.6
2016-05-10,(23:00:00),Red Line,1366.23
2016-07-03,(21:30:00),Red Line,2040.17
2014-03-09,(17:30:00),Blue Line,678.9
2014-09-18,(08:00:00),Blue Line,2960.8
2020-06-08,(18:30:00),Red Line,523.44
2018-11-23,(09:30:00),Silver Line,86.7
2018-01-21,(04:30:00),Silver Line,1.0
2014-04-07,(01:00:00),Silver Line,2.8
2018-01-18,(01:00:00),Blue Line,11.9
2016-09-13,(11:00:00),Blue Line,946.8
2015-03-07,(10:00:00),Orange Line,2541.27
2014-08-18,(10:30:00),Green Line,981.12
2015-06-15,(09:30:00),Orange Line,3494.98
2015-01-09,(06:30:00),Silver Line,204.7
2016-08-03,(04:30:00),Green Line,40.32
2018-11-11,(13:30:00),Orange Line,2177.2
2018-08-09,(16:30:00),Orange Line,7415.39
2020-12-04,(00:00:00),Red Line,107.95
2017-10-11,(20:00:00),Red Line,3174.23
2014-01-11,(19:30:00),Green Line,1568.54
2018-09-07,(16:30:00),Green Line,4327.34
2020-03-01,(17:30:00),Red Line,1942.59
2020-04-13,(09:00:00),Orange Line,261.08
2016-10-31,(15:00:00),Blue Line,1889.0
2015-12-07,(19:00:00),Green Line,2433.91
2017-04-11,(16:00:00),Red Line,8716.48
2014-10-19,(05:00:00),Green Line,29.37
2022-04-07,(18:30:00),Red Line,2878.43
2019-06-21,(22:30:00),Blue Line,509.3
2018-01-14,(20:00:00),Green Line,816.9399999999999
2020-11-13,(14:30:00),Green Line,707.9200000000001
2021-09-28,(11:30:00),Green Line,777.63
2019-02-19,(04:00:00),Blue Line,2.4
2015-04-10,(17:00:00),Blue Line,1750.8
2014-07-05,(11:30:00),Blue Line,1050.7
2021-03-12,(09:00:00),Red Line,1176.64
2021-01-08,(13:00:00),Red Line,1020.35
2016-02-04,(12:00:00),Blue Line,755.9
2015-05-08,(12:30:00),Orange Line,3887.4
2018-05-03,(04:00:00),Orange Line,3.9
2019-03-31,(21:00:00),Blue Line,321.8
2022-02-05,(21:30:00),Orange Line,667.15
2017-07-20,(21:00:00),Blue Line,907.9
2014-10-30,(18:30:00),Silver Line,473.9
2016-06-03,(00:00:00),Blue Line,440.2
2016-08-06,(19:00:00),Orange Line,2078.3
2016-05-08,(11:00:00),Green Line,1163.38
2018-04-26,(04:30:00),Silver Line,0.9
2021-04-14,(02:30:00),Blue Line,0.1
2015-08-24,(04:00:00),Green Line,1.0
2014-01-08,(05:00:00),Red Line,1278.34
2015-11-11,(13:00:00),Red Line,3710.09
2018-09-11,(16:30:00),Red Line,9870.53
2018-07-12,(01:30:00),Orange Line,17.02
2019-07-16,(16:30:00),Orange Line,8261.32
2020-07-30,(08:30:00),Silver Line,33.0
2020-02-20,(02:30:00),Red Line,9.0
2015-12-03,(23:00:00),Green Line,942.8
2022-04-22,(05:30:00),Green Line,152.71
2020-10-01,(18:30:00),Red Line,1161.86
2016-06-21,(11:00:00),Blue Line,1089.3
2014-05-05,(19:30:00),Green Line,2020.3600000000001
2017-09-12,(02:30:00),Orange Line,5.66
2018-04-29,(19:30:00),Orange Line,1381.69
2018-05-17,(21:30:00),Silver Line,162.5
2018-06-23,(08:00:00),Silver Line,42.9
2014-10-11,(08:30:00),Silver Line,55.6
2017-06-27,(23:00:00),Orange Line,954.78
2019-06-08,(20:00:00),Green Line,1933.26
2015-07-22,(15:30:00),Red Line,6631.3
2019-12-25,(19:30:00),Silver Line,62.2
2019-08-17,(15:00:00),Red Line,3699.75
2020-09-08,(06:00:00),Orange Line,1188.1
2016-02-14,(22:00:00),Silver Line,80.5
2016-06-10,(00:00:00),Red Line,1149.98
2014-08-26,(13:30:00),Blue Line,1086.2
2018-06-17,(22:00:00),Green Line,789.27
2015-09-30,(23:30:00),Orange Line,829.36
2019-10-22,(10:30:00),Red Line,3127.6
2016-05-24,(16:30:00),Green Line,4332.16
2016-09-19,(02:30:00),Red Line,1.0
2014-01-31,(07:30:00),Silver Line,299.7
2021-01-18,(22:00:00),Blue Line,186.7
2022-05-31,(19:30:00),Blue Line,402.5
2016-10-24,(05:00:00),Green Line,204.31
2015-07-20,(12:00:00),Orange Line,2972.67
2020-05-23,(13:00:00),Green Line,182.84
2014-11-15,(13:30:00),Green Line,2228.33
2018-03-20,(08:30:00),Blue Line,2926.2
2020-12-24,(17:00:00),Green Line,461.57
2022-04-22,(09:30:00),Red Line,2401.32
2022-03-11,(02:00:00),Green Line,6.66
2022-07-18,(13:30:00),Red Line,1954.37
2016-12-06,(10:00:00),Silver Line,90.2
2018-02-15,(06:00:00),Red Line,3870.32
2021-10-02,(19:30:00),Blue Line,494.3
2021-10-11,(14:30:00),Orange Line,2077.08
2016-10-20,(21:30:00),Blue Line,629.0
2015-09-04,(23:00:00),Green Line,1753.9299999999998
2020-09-20,(13:00:00),Orange Line,898.16
2021-02-08,(05:00:00),Blue Line,443.5
2014-01-18,(08:00:00),Red Line,1737.3
2015-06-21,(22:00:00),Orange Line,1222.51
2017-04-22,(16:00:00),Blue Line,1141.8
2020-09-22,(15:30:00),Orange Line,1865.3
2021-07-31,(03:30:00),Orange Line,1.0
2015-01-09,(19:30:00),Red Line,3421.21
2020-05-03,(07:30:00),Blue Line,104.4
2015-06-16,(13:00:00),Blue Line,1032.5
2022-05-10,(18:30:00),Orange Line,2128.49
2015-09-05,(01:30:00),Green Line,350.22
2019-02-16,(18:00:00),Blue Line,797.9
2015-09-21,(14:00:00),Silver Line,214.2
2017-05-24,(22:00:00),Silver Line,150.8
2016-12-14,(05:30:00),Red Line,2517.22
2015-05-22,(20:30:00),Orange Line,2254.41
2018-03-28,(03:00:00),Green Line,1.42
2019-10-30,(12:00:00),Silver Line,146.0
2017-01-23,(00:30:00),Orange Line,79.51
2018-12-24,(15:30:00),Blue Line,1120.5
2015-04-10,(10:00:00),Green Line,1470.63
2021-01-05,(18:00:00),Silver Line,61.9
2017-10-06,(08:30:00),Blue Line,2820.0
2019-06-28,(17:00:00),Orange Line,8580.65
2015-08-19,(05:00:00),Red Line,1689.12
2022-06-05,(01:00:00),Red Line,35.75
2016-02-26,(06:30:00),Red Line,6241.11
2015-08-15,(23:00:00),Red Line,1491.18
2016-07-01,(21:30:00),Red Line,1996.37
2017-08-23,(22:30:00),Blue Line,632.8
2016-12-15,(14:30:00),Red Line,4699.79
2018-05-26,(21:30:00),Green Line,1029.21
2021-08-02,(10:00:00),Green Line,459.32
2014-11-29,(19:00:00),Red Line,2295.77
2019-07-27,(20:00:00),Silver Line,140.1
2015-09-02,(14:00:00),Blue Line,1252.7
2022-01-02,(19:00:00),Green Line,421.72
2017-10-31,(22:30:00),Blue Line,459.9
2017-08-05,(18:00:00),Blue Line,1165.7
2021-10-07,(20:30:00),Red Line,1256.31
2015-12-20,(14:30:00),Silver Line,112.6
2017-02-13,(03:00:00),Red Line,0.49
2016-11-08,(00:30:00),Blue Line,53.1
2016-04-25,(21:30:00),Red Line,1979.98
2014-02-12,(05:30:00),Red Line,2302.58
2021-10-27,(16:00:00),Blue Line,887.9
2015-09-05,(20:30:00),Blue Line,629.0
2021-08-22,(06:00:00),Blue Line,414.9
2017-07-23,(23:30:00),Orange Line,521.8199999999999
2016-08-02,(01:30:00),Green Line,1.24
2018-12-13,(08:00:00),Orange Line,9572.43
2016-03-28,(18:00:00),Green Line,3663.93
2015-06-08,(18:30:00),Silver Line,583.4
2016-05-16,(17:00:00),Green Line,5207.28
2020-07-27,(23:00:00),Green Line,132.82
2019-02-14,(13:30:00),Silver Line,154.7
2022-03-31,(20:30:00),Red Line,1311.01
2015-11-03,(23:30:00),Blue Line,273.3
2021-01-16,(08:00:00),Orange Line,374.95
2015-09-16,(22:00:00),Orange Line,1892.29
2017-07-27,(22:00:00),Green Line,1164.57
2022-05-31,(19:00:00),Silver Line,146.5
2015-12-20,(19:30:00),Silver Line,74.3
2017-05-16,(05:30:00),Green Line,398.21999999999997
2015-12-28,(01:30:00),Blue Line,2.0
2019-01-02,(12:30:00),Red Line,2673.52
2019-05-27,(02:30:00),Blue Line,5.0
2015-07-30,(04:30:00),Green Line,36.8
2021-05-28,(17:00:00),Silver Line,127.3
2016-06-19,(17:30:00),Blue Line,967.0
2020-05-21,(09:00:00),Orange Line,412.86
2018-09-25,(18:30:00),Red Line,6181.36
2016-04-14,(07:30:00),Orange Line,8194.42
2016-05-21,(06:30:00),Green Line,265.55
2020-09-10,(04:30:00),Green Line,28.02
2014-05-02,(02:00:00),Blue Line,66.6
2022-01-23,(19:00:00),Silver Line,43.8
2019-05-14,(00:00:00),Silver Line,46.0
2016-03-04,(06:30:00),Green Line,999.15
2020-02-20,(06:30:00),Red Line,5419.8099999999995
2016-03-08,(20:00:00),Green Line,1756.78
2018-03-29,(00:30:00),Orange Line,156.28
2020-01-11,(11:00:00),Orange Line,2223.83
2015-01-10,(12:30:00),Blue Line,776.7
2020-05-29,(01:30:00),Silver Line,0.6
2019-10-30,(13:00:00),Green Line,1766.8
2018-09-05,(22:00:00),Red Line,1942.65
2021-04-02,(18:00:00),Orange Line,1222.2
2015-02-01,(15:00:00),Silver Line,111.0
2021-10-07,(01:30:00),Orange Line,11.66
2015-09-23,(13:30:00),Orange Line,3676.19
2020-03-02,(04:00:00),Green Line,1.58
2021-10-27,(16:00:00),Silver Line,278.9
2020-07-30,(12:00:00),Green Line,282.68
2022-03-18,(05:30:00),Green Line,221.65
2018-02-23,(13:00:00),Red Line,3966.39
2014-04-04,(17:00:00),Orange Line,10954.79
2019-07-03,(22:00:00),Silver Line,152.4
2021-02-17,(09:30:00),Blue Line,507.0
2021-05-05,(05:00:00),Green Line,104.87
2020-09-20,(23:00:00),Green Line,141.14
2016-05-02,(09:00:00),Green Line,1603.16
2016-08-21,(14:30:00),Orange Line,2142.71
2019-09-02,(01:00:00),Blue Line,33.9
2020-07-13,(10:00:00),Blue Line,317.2
2019-04-13,(07:00:00),Green Line,507.3
2014-12-18,(01:00:00),Green Line,51.45
2014-09-29,(17:00:00),Orange Line,11457.46
2015-08-19,(13:30:00),Blue Line,1029.0
2022-01-09,(05:00:00),Orange Line,19.66
2016-02-02,(22:30:00),Silver Line,56.8
2014-08-05,(10:30:00),Red Line,3683.62
2021-01-12,(05:00:00),Orange Line,523.12
2022-01-09,(07:00:00),Green Line,109.41
2021-04-14,(16:00:00),Green Line,1054.57
2021-02-03,(08:30:00),Red Line,1321.74
2014-08-30,(06:00:00),Green Line,216.81
2018-03-15,(07:30:00),Red Line,11061.09
2021-02-02,(21:00:00),Silver Line,26.3
2021-10-31,(00:30:00),Green Line,104.74
2018-08-18,(14:30:00),Orange Line,2504.07
2022-07-20,(00:00:00),Green Line,187.12
2019-12-19,(09:30:00),Orange Line,3634.54
2014-12-01,(10:30:00),Blue Line,850.5
2022-03-02,(06:30:00),Blue Line,1295.6
2016-11-13,(23:30:00),Orange Line,459.21
2018-03-13,(15:00:00),Red Line,1003.9200000000001
2018-09-14,(10:00:00),Orange Line,3144.15
2016-01-28,(12:00:00),Blue Line,739.8
2015-01-27,(11:00:00),Silver Line,0.6
2019-04-12,(19:30:00),Blue Line,684.6
2015-04-19,(20:00:00),Blue Line,563.1
2016-06-05,(05:00:00),Silver Line,2.3
2020-08-18,(11:30:00),Red Line,879.9
2020-03-15,(05:30:00),Red Line,202.67
2018-12-24,(17:00:00),Orange Line,2326.83
2018-10-02,(14:30:00),Red Line,4720.59
2016-03-23,(16:00:00),Green Line,3349.86
2021-02-17,(11:30:00),Green Line,346.58
2017-01-29,(11:00:00),Blue Line,630.3
2022-07-12,(07:30:00),Green Line,1052.02
2016-09-08,(08:00:00),Orange Line,10327.72
2017-08-19,(08:30:00),Green Line,572.73
2016-10-13,(07:30:00),Green Line,2180.6
2022-01-26,(11:00:00),Red Line,1301.32
2021-08-13,(13:30:00),Orange Line,1614.59
2020-03-26,(05:00:00),Silver Line,4.4
2022-05-05,(23:30:00),Red Line,644.21
2019-01-01,(14:30:00),Blue Line,844.0
2016-04-30,(18:30:00),Green Line,2248.49
2016-07-14,(00:00:00),Orange Line,567.37
2017-07-29,(15:00:00),Red Line,4339.81
2014-06-17,(18:00:00),Orange Line,6405.85
2022-01-09,(15:30:00),Red Line,1210.3700000000001
2017-05-02,(07:30:00),Silver Line,410.0
2018-01-17,(06:00:00),Red Line,3997.39
2016-06-09,(07:30:00),Silver Line,335.5
2021-03-28,(03:30:00),Red Line,1.0
2019-01-04,(21:30:00),Blue Line,508.9
2017-09-22,(07:00:00),Silver Line,307.4
2014-01-05,(19:00:00),Orange Line,1215.3799999999999
2016-12-26,(01:00:00),Red Line,41.3
2020-12-23,(03:00:00),Blue Line,0.1
2016-11-17,(08:30:00),Blue Line,2949.5
2018-10-24,(15:30:00),Orange Line,5792.11
2018-07-19,(04:30:00),Blue Line,48.2
2018-02-27,(14:30:00),Red Line,4462.28
2015-07-09,(17:00:00),Orange Line,10251.31
2015-06-05,(15:30:00),Red Line,7859.28
2017-09-09,(14:00:00),Red Line,4162.34
2014-10-14,(00:30:00),Red Line,153.38
2019-04-15,(00:30:00),Blue Line,66.1
2019-01-28,(07:00:00),Silver Line,363.2
2018-03-05,(15:30:00),Red Line,5564.66
2020-12-10,(20:00:00),Orange Line,576.8100000000001
2016-12-02,(15:30:00),Red Line,7078.1
2016-10-28,(18:00:00),Silver Line,657.6
